id,date,user,pc,activity
{N3C0-M4TT07OX-3660DAUR},01-04-2010 10:25,JNJ0556,PC-0576,Disconnect
{K4F2-L8ZG18HV-2357AOVL},01-04-2010 10:26,LBH0942,PC-3640,Disconnect
{B0Z8-U0BL42MG-8670DXBZ},01-04-2010 10:26,NAF0326,PC-0384,Connect
{Q0U2-G6MH79OT-3395ASZI},01-04-2010 10:27,BDI0533,PC-5883,Connect
{W4H4-G9UH34OZ-3224CVKI},01-04-2010 10:28,JDB0169,PC-7502,Disconnect
{I2W0-B1CV65KQ-8378NCQU},01-04-2010 10:28,WIQ0567,PC-6113,Connect
{A4Z9-A9MX02YV-2588IMUG},01-04-2010 10:28,MLL0598,PC-0189,Disconnect
{V4S5-K6FZ13CN-6826PCTV},01-04-2010 10:30,CAB0614,PC-6638,Connect
{U3D7-B2MU82UR-1719RRTM},01-04-2010 10:31,CGB0637,PC-8508,Connect
{Q6Z6-O1JT61QK-6420VXVJ},01-04-2010 10:32,BQS0525,PC-0269,Disconnect
{Z7I8-L0WU02IP-1336ZMBI},01-04-2010 10:32,LCC0819,PC-8192,Connect
{W6X0-U7YZ86ND-3932JMUG},01-04-2010 10:32,DBB0384,PC-4243,Disconnect
{Y7F7-K9QE59GY-2559MXLQ},01-04-2010 10:33,BSS0369,PC-3672,Disconnect
{L1W5-M1GQ11TK-4666KFEI},01-04-2010 10:33,DIW0118,PC-0174,Connect
{M1E9-E8BJ58VS-9009GYOJ},01-04-2010 10:33,CWR0502,PC-3737,Disconnect
{S6X6-R9EG35IN-2535DVEU},01-04-2010 10:34,ILJ0526,PC-7275,Connect
{Q4F5-K5RA32DZ-8595VWWO},01-04-2010 10:34,USH0199,PC-3581,Connect
{P7Q1-X2ZY09JJ-9338CRKT},01-04-2010 10:35,MOH0273,PC-6699,Connect
{T0H3-B2DI04QY-5237RTCN},01-04-2010 10:36,IIW0249,PC-0843,Connect
{S4T1-C2DA96WQ-9704VVFG},01-04-2010 10:36,SBN0866,PC-8714,Connect
{N4G8-G3SP72HU-4615BTUS},01-04-2010 10:36,TSR0676,PC-9227,Connect
{A1D6-U0VJ50SU-9495RPKO},01-04-2010 10:36,TSR0676,PC-9227,Disconnect
{E8Z3-W4ND12LM-5770NWHQ},01-04-2010 10:37,KKW0879,PC-2531,Disconnect
{N8J6-W4AU14NQ-8376CDTD},01-04-2010 10:37,BRB0355,PC-9896,Disconnect
{U5Y2-L6QA81CR-5606JGHA},01-04-2010 10:38,WXH0872,PC-9460,Disconnect
{J4Z6-P5YD44CC-2440DOUZ},01-04-2010 10:41,IIW0249,PC-0843,Disconnect
{L9C0-J3KM58OG-3293EYOD},01-04-2010 10:41,ZKS0899,PC-8517,Disconnect
{T0K6-D7BP89SD-2999KQRT},01-04-2010 10:43,VTT0385,PC-5027,Connect
{D7T3-O4IB04BH-7740LAWR},01-04-2010 10:43,BQS0525,PC-0269,Connect
{K3B2-S0QV32IB-9192ZUGI},01-04-2010 10:46,SCP0130,PC-2057,Connect
{H6N4-E0KY14KE-1877FWYA},01-04-2010 10:46,BQS0525,PC-0269,Disconnect
{T0S7-C0YI04BX-7170PKWJ},01-04-2010 10:46,QOS0878,PC-2211,Disconnect
{J4R5-Q3IC30PQ-5697EBMR},01-04-2010 10:46,ABC0174,PC-5156,Connect
{L2L8-U5KR06VI-4444OUEL},01-04-2010 10:46,VTT0385,PC-5027,Disconnect
{S7L0-T9GN90RC-9055BOFJ},01-04-2010 10:49,KKW0879,PC-2531,Connect
{Z9M1-U5AU56FU-0761QABA},01-04-2010 10:49,OBH0499,PC-7989,Connect
{K1B4-O5IQ11LA-1653IECH},01-04-2010 10:49,AIB0948,PC-8245,Connect
{Y6H9-G7BL93SJ-0592AQRY},01-04-2010 10:49,ABC0174,PC-5156,Disconnect
{J8G3-I3BT51HL-1288JNQJ},01-04-2010 10:50,JCG0316,PC-9245,Connect
{B2P6-P6JU95TF-8970VNIA},01-04-2010 10:51,MTT0901,PC-2775,Connect
{T4Q6-X1CQ90RR-0802QOJV},01-04-2010 10:51,NMS0280,PC-8262,Connect
{K8M4-M7SN75FP-1423SPLQ},01-04-2010 10:51,AVM0947,PC-0285,Connect
{K2D4-E5ZV92AT-7715UDSM},01-04-2010 10:52,OBH0499,PC-7989,Disconnect
{D3B3-X5OW14BP-9782OVAY},01-04-2010 10:53,BDI0533,PC-5883,Disconnect
{R7C4-F6KP44HB-2006EGNH},01-04-2010 10:53,SBN0971,PC-0151,Disconnect
{H9K0-S9UO32RN-0701YYUY},01-04-2010 10:54,RHL0992,PC-9040,Disconnect
{O9M2-O4DZ01FM-1185TAOG},01-04-2010 10:54,DIW0118,PC-0174,Disconnect
{H6U2-P0US62BD-6178ETRH},01-04-2010 10:54,THR0873,PC-4804,Connect
{I8K5-S8TU31QM-1930JHYS},01-04-2010 10:54,KKW0879,PC-2531,Disconnect
{J2K5-K6WP32HH-4771OWKG},01-04-2010 10:55,AIB0948,PC-8245,Disconnect
{E7R5-D1CH29MY-7149MKJO},01-04-2010 10:55,USH0199,PC-3581,Disconnect
{B4B4-V3WL61EM-3203YIKD},01-04-2010 10:55,BSS0369,PC-3672,Connect
{T3D2-U7PW04WF-4498PWMM},01-04-2010 10:56,IJM0776,PC-0198,Connect
{G3R8-V0OM56PV-9496JDQG},01-04-2010 10:56,OBH0499,PC-7989,Connect
{T0L6-T8XN23VP-2267JDDK},01-04-2010 10:58,MOH0273,PC-6699,Disconnect
{H3Z0-C7MF29BG-6051LSZU},01-04-2010 10:58,CLB0774,PC-7029,Connect
{J7A5-Y3XW12LH-0820OQDM},01-04-2010 11:00,NMS0280,PC-8262,Disconnect
{A9T5-F1CF69WJ-0539YMCJ},01-04-2010 11:00,VSS0154,PC-6055,Connect
{R6W5-I0VX12LI-9614QCDO},01-04-2010 11:02,JBD0616,PC-1479,Connect
{N8Q6-D6MH57UN-5762DBSF},01-04-2010 11:02,HCS0003,PC-3054,Connect
{K9G6-R5PQ45TK-2705CRCP},01-04-2010 11:02,DIB0285,PC-1268,Disconnect
{V0X2-M1WN31TA-5037WMGG},01-04-2010 11:03,VTT0385,PC-5027,Connect
{Q1B6-Z3QY59RS-0704IOJS},01-04-2010 11:03,BJP0134,PC-0898,Connect
{E1D7-S4AM53DY-2127RGZI},01-04-2010 11:05,HBO0413,PC-7384,Connect
{S9Q1-X4AG23JF-2349ZNQT},01-04-2010 11:06,LCB0664,PC-3196,Connect
{Q0R8-I3KT63EH-3032QHJA},01-04-2010 11:06,JCG0316,PC-9245,Disconnect
{G2G3-Z6YA28AC-1581CEIJ},01-04-2010 11:06,CLB0774,PC-7029,Disconnect
{D3Y8-X1KP78NM-1764GAEQ},01-04-2010 11:07,BSS0369,PC-3672,Disconnect
{H1L2-N3KL86PL-4246SVWG},01-04-2010 11:07,LCB0664,PC-3196,Disconnect
{R4M5-D8ZY16YW-9914ERSM},01-04-2010 11:07,LCB0664,PC-3196,Connect
{Z6D9-O1GU62DV-4919EEJY},01-04-2010 11:07,DIB0081,PC-9524,Connect
{F2D2-T4PH57MX-6092CDRZ},01-04-2010 11:08,HCL0651,PC-8314,Connect
{M7N3-J7SI78CX-7432LNIM},01-04-2010 11:08,JNJ0556,PC-0576,Connect
{V1W6-U9TO95JG-9595HFMH},01-04-2010 11:09,LCB0664,PC-3196,Disconnect
{H7W4-W4ZK17FL-3327UHOQ},01-04-2010 11:10,CWR0502,PC-3737,Connect
{Z0B2-J5GU44GJ-4570YKVA},01-04-2010 11:11,BRB0355,PC-9896,Connect
{M8X6-I5BD94GF-2069DNET},01-04-2010 11:11,VCC0396,PC-4582,Disconnect
{U5J3-Y1CS28OQ-3264PAJP},01-04-2010 11:11,DIB0081,PC-9524,Disconnect
{D1Y4-H2SB03XC-3048LQPR},01-04-2010 11:11,DBB0384,PC-4243,Connect
{H1G0-B6CV95IV-6591BKCE},01-04-2010 11:12,DBB0384,PC-4243,Disconnect
{Z7A1-C6YR34QR-5052XUDO},01-04-2010 11:13,JDB0169,PC-7502,Connect
{W3F1-Y9UO37WA-0423FVVT},01-04-2010 11:13,NDM0417,PC-9134,Disconnect
{M5S4-O0EE28CU-7892UKXI},01-04-2010 11:14,AIB0948,PC-8245,Connect
{S7R1-H2OT60NB-3815DWSB},01-04-2010 11:14,HBO0413,PC-7384,Disconnect
{F7Y5-Z1PX52KG-4810TKSI},01-04-2010 11:15,CGB0637,PC-8508,Disconnect
{H0F8-G2KG02GW-3113CBKZ},01-04-2010 11:17,IBB0359,PC-4195,Connect
{E2V5-N2TD43JS-3049GCET},01-04-2010 11:17,VTT0385,PC-5027,Disconnect
{U6L7-D5KF81RE-5416MWIG},01-04-2010 11:17,LBH0942,PC-3640,Connect
{D8S2-Y4ST65OR-4758EVJB},01-04-2010 11:18,HAH0760,PC-1038,Connect
{G9D5-D9VG11ES-6419YXVZ},01-04-2010 11:18,CAB0614,PC-6638,Disconnect
{H2N6-O8RH71SY-8242KNHX},01-04-2010 11:18,DIB0285,PC-1268,Connect
{V8V7-K1FS92XG-6328JZMO},01-04-2010 11:19,OBH0499,PC-7989,Disconnect
{L4A1-D6JK60RH-6452CYSA},01-04-2010 11:20,IBB0359,PC-4195,Disconnect
{F8Y2-V5AR46UX-3750IYIA},01-04-2010 11:20,CTA0020,PC-3118,Connect
{T0I5-B3OT64FI-4904EJLB},01-04-2010 11:20,MPM0220,PC-2344,Connect
{N2Y4-Q3WP83YI-2111KJJJ},01-04-2010 11:20,HAH0760,PC-1038,Disconnect
{Y8P8-I9CA40US-0580SAJC},01-04-2010 11:20,QRM0739,PC-7343,Connect
{Y5T4-S2TN64XW-8552VXIX},01-04-2010 11:21,ESJ0670,PC-2321,Disconnect
{B8R6-Q3JV92LS-4839DDUE},01-04-2010 11:22,SBN0866,PC-8714,Disconnect
{M3U9-P3GJ61XX-5289CLXX},01-04-2010 11:23,MKW0441,PC-1795,Connect
{Z9N3-N7JI50PK-0118NNOI},01-04-2010 11:23,MOH0273,PC-6699,Connect
{J1J8-O3FI70UF-7669SRGV},01-04-2010 11:23,QRM0739,PC-7343,Disconnect
{L5T8-D3PB66IN-4426BXRH},01-04-2010 11:23,MLL0598,PC-0189,Connect
{W2I4-Q4FQ25WU-3276AOFN},01-04-2010 11:23,AKR0057,PC-2879,Connect
{B6N2-K8RW52KG-9532SNPN},01-04-2010 11:24,HCS0003,PC-3054,Disconnect
{D3H8-Q9QM36BI-7577CBWV},01-04-2010 11:25,HPH0075,PC-2417,Connect
{W6M4-F4MO89GF-2981KUUE},01-04-2010 11:26,JBD0616,PC-1479,Disconnect
{G4Y7-E5MI24GA-4782YZUQ},01-04-2010 11:26,THR0873,PC-4804,Disconnect
{F7K5-A6QE67OX-4576NRZP},01-04-2010 11:26,JDB0169,PC-7502,Disconnect
{V3A2-R9XM82QV-6743YVHP},01-04-2010 11:27,BJP0134,PC-0898,Disconnect
{F6I2-Z2GE30AG-5389PDZJ},01-04-2010 11:27,JBD0616,PC-1479,Connect
{R4K5-R8DO48FA-7246BOIX},01-04-2010 11:28,JDB0169,PC-7502,Connect
{Z2K0-A4FA34GA-3895XDNT},01-04-2010 11:28,FSC0601,PC-9066,Connect
{W3I9-F6YL86NM-2198NBBW},01-04-2010 11:29,JBD0616,PC-1479,Disconnect
{J5U0-N0BI07KG-5451POBU},01-04-2010 11:29,WIQ0567,PC-6113,Disconnect
{F9Y0-T8TT10SM-6397MQCF},01-04-2010 11:29,MKW0441,PC-1795,Disconnect
{C4W5-V9MI10XY-0766FVMV},01-04-2010 11:29,ILJ0526,PC-7275,Disconnect
{S4K6-G8AO98IW-8609WHSO},01-04-2010 11:30,MLL0598,PC-0189,Disconnect
{H0X7-K3KG04JX-7299OXNL},01-04-2010 11:30,IJM0776,PC-0198,Disconnect
{U6S6-Y8YI91RY-4392VBQF},01-04-2010 11:30,AKR0057,PC-2879,Disconnect
{B7T3-X4OO93PO-6842KEPI},01-04-2010 11:31,BJM0111,PC-6866,Connect
{S9C0-K2IN15MW-4195YRQT},01-04-2010 11:32,BJM0111,PC-6866,Disconnect
{U8Y9-D7CI03RD-2604GJOF},01-04-2010 11:32,RUM0880,PC-8592,Connect
{W9E2-N4UZ27WP-1224UOQE},01-04-2010 11:32,AIB0948,PC-8245,Disconnect
{U5R9-G2QB45ST-4532WWZO},01-04-2010 11:36,MTT0901,PC-2775,Disconnect
{U4Z5-C7LH21QN-0041BYLN},01-04-2010 11:36,AVM0947,PC-0285,Disconnect
{R7P6-J1XE97DD-9929DGFU},01-04-2010 11:36,LBH0942,PC-3640,Disconnect
{L3A6-P9YP50NE-8023JZBN},01-04-2010 11:36,WIF0691,PC-6390,Connect
{A9J5-Z4GV90LI-6736FHTU},01-04-2010 11:37,JDB0169,PC-7502,Disconnect
{O6P8-D7GN06QT-2285ZCVC},01-04-2010 11:37,PSF0133,PC-4925,Connect
{P5V9-P0HK19AC-1986IEYU},01-04-2010 11:38,DIW0118,PC-0174,Connect
{E0E7-T0NC49WT-9501DHYG},01-04-2010 11:38,SCP0130,PC-2057,Disconnect
{T4W8-M1QI26DC-7084EXPC},01-04-2010 11:38,VTT0385,PC-5027,Connect
{Q9G5-L3XD57AL-4834UPMY},01-04-2010 11:38,ANM0123,PC-3845,Disconnect
{B3S8-D6GK08DO-9610OPQS},01-04-2010 11:38,CTA0020,PC-3118,Disconnect
{L4G0-Z9TM69ZY-4497EZFF},01-04-2010 11:39,NAF0326,PC-0384,Disconnect
{W8N5-G6XX90XY-0861QJLA},01-04-2010 11:40,BRM0995,PC-0768,Connect
{G9M6-P4QG92TQ-9966DAFB},01-04-2010 11:40,JDB0169,PC-7502,Connect
{G8N5-X6MP87HU-9081RHPX},01-04-2010 11:41,RRC0553,PC-6672,Connect
{G9N5-M7HE70CI-6147DCBH},01-04-2010 11:41,SAA0999,PC-4559,Connect
{W0O3-H7YK03IN-9199GLEV},01-04-2010 11:42,BJM0111,PC-6866,Connect
{D6T3-D1BO55CF-8774HPAT},01-04-2010 11:42,HPH0075,PC-2417,Disconnect
{P9U8-N4RS04DH-5541CIDJ},01-04-2010 11:43,BJM0111,PC-6866,Disconnect
{I7S2-L1MY44MQ-9608CMDL},01-04-2010 11:44,FSC0601,PC-9066,Disconnect
{M0V5-K4EN19ZQ-7785GTBC},01-04-2010 11:44,WIF0691,PC-6390,Disconnect
{U9A8-E9AV11ZV-9029QARU},01-04-2010 11:44,BMG0917,PC-6688,Connect
{X6J7-Q5OI88SR-2510TGLB},01-04-2010 11:45,OBH0499,PC-7989,Connect
{H6N6-B7CZ43CI-8496OOXK},01-04-2010 11:45,BJM0111,PC-6866,Connect
{H7R1-M1OB71QC-7306SKVD},01-04-2010 11:46,VSS0154,PC-6055,Disconnect
{U0L3-N9OI80KN-3667BUYG},01-04-2010 11:46,WXH0872,PC-9460,Connect
{E8T2-P2NE97VH-3052VCAL},01-04-2010 11:47,KKW0879,PC-2531,Connect
{J6B9-K8TE25VQ-5896BVZD},01-04-2010 11:47,RUM0880,PC-8592,Disconnect
{R2N3-M1IQ88EE-9811TNMW},01-04-2010 11:48,CTA0020,PC-3118,Connect
{Y5J4-J2DB62NR-5760DMVW},01-04-2010 11:48,OBH0499,PC-7989,Disconnect
{L7Y5-N1SC64LQ-3844XLVF},01-04-2010 11:48,AIB0948,PC-8245,Connect
{F8N5-O3MO23PK-6105YVHI},01-04-2010 11:48,MPM0220,PC-2344,Disconnect
{T7R9-F0YO75DK-7471DSXR},01-04-2010 11:49,CWR0502,PC-3737,Disconnect
{J5U6-Q5FK87KP-3455FFGN},01-04-2010 11:49,VTT0385,PC-5027,Disconnect
{M9C6-X4TK27QK-1097IXME},01-04-2010 11:49,SAA0999,PC-4559,Disconnect
{J5H1-Z7PZ16IF-0350WLOJ},01-04-2010 11:49,JDB0169,PC-7502,Disconnect
{J7L3-G6BL29TE-1838PNJF},01-04-2010 11:49,UAD0771,PC-2499,Connect
{G8B1-N6LQ95GH-3045VEVU},01-04-2010 11:49,QRM0739,PC-7343,Connect
{V1U8-E0JN61RI-8376XAYW},01-04-2010 11:49,QRM0739,PC-7343,Disconnect
{T8K9-Z2PQ54TU-5175JBUY},01-04-2010 11:50,CAB0614,PC-6638,Connect
{R6I5-I5WU38GW-0809DLFV},01-04-2010 11:50,MOH0273,PC-6699,Disconnect
{S5V2-Z1OJ06UL-4513VZRP},01-04-2010 11:50,JNJ0556,PC-0576,Disconnect
{E3L4-B6ZD01KK-8535MYSL},01-04-2010 11:52,SAA0999,PC-4559,Connect
{I3C3-T7QS32UI-4179MNTG},01-04-2010 11:52,PNL0301,PC-5611,Connect
{R0X5-W7IN98IH-7730QZBA},01-04-2010 11:53,KMB0922,PC-1725,Connect
{I1U8-L8RO29LO-3868NKMK},01-04-2010 11:54,RAR0725,PC-4159,Connect
{C9H7-B9PW77LO-2829KMLZ},01-04-2010 11:55,KKW0879,PC-2531,Disconnect
{T8U0-Q0JK96CU-9541RQTV},01-04-2010 11:55,LDG0459,PC-5621,Connect
{S4T1-F1DM72LZ-7897HGTX},01-04-2010 11:55,UAD0771,PC-2499,Disconnect
{C7A5-A1XA73SS-7615LNFZ},01-04-2010 11:55,HSB0196,PC-8001,Connect
{R6N5-O9HL15LB-2130XIWS},01-04-2010 11:57,HMM0108,PC-8052,Connect
{H5H9-X4IL71SG-8666RSNJ},01-04-2010 11:57,RSC0089,PC-9929,Connect
{W0T1-W4HG31TF-1552FKGO},01-04-2010 11:57,RRC0553,PC-6672,Disconnect
{U1X7-F0GQ34YQ-3774TVKP},01-04-2010 12:00,HCL0651,PC-8314,Disconnect
{N5X7-S8HE09MF-1891PYIV},01-04-2010 12:01,SBN0866,PC-8714,Connect
{P6O2-B8NS59LX-4827RAVH},01-04-2010 12:01,BRM0995,PC-0768,Disconnect
{M8D4-I5IB75FT-3396PLIF},01-04-2010 12:02,MOH0273,PC-6699,Connect
{V7W4-D7JT14DS-0901PTQB},01-04-2010 12:03,HMM0108,PC-8052,Disconnect
{H0I2-E8TT55YD-8389UGSD},01-04-2010 12:03,AIB0948,PC-8245,Disconnect
{P0L2-R2LD54VE-1044VHGV},01-04-2010 12:04,RLG0856,PC-1998,Connect
{L2B7-T3BF04LJ-9312LFLU},01-04-2010 12:04,MPM0220,PC-2344,Connect
{V0P9-W3RF92DG-3011PTKY},01-04-2010 12:04,RSC0089,PC-9929,Disconnect
{N6T0-F8YM82CZ-7374VKKF},01-04-2010 12:05,KKW0879,PC-2531,Connect
{B9V6-G9TY00HP-0136LIOF},01-04-2010 12:05,BRB0355,PC-9896,Disconnect
{V2Z5-H1VJ00TA-6224HIQZ},01-04-2010 12:05,HRL0540,PC-1117,Connect
{G2Z2-W9CA98PO-2000ZIFN},01-04-2010 12:05,DBB0384,PC-4243,Connect
{N4L6-G9WA21LX-4416CWJB},01-04-2010 12:05,ZKS0899,PC-8517,Connect
{V9L3-M8XW30OC-9588VTKW},01-04-2010 12:05,VTT0385,PC-5027,Connect
{S1K4-Y1AC54SZ-1145INRL},01-04-2010 12:05,BSS0369,PC-3672,Connect
{E5O8-P7ZA85XO-3949YSCF},01-04-2010 12:06,CAB0614,PC-6638,Disconnect
{C6J0-V4PN99WH-2416MFKV},01-04-2010 12:06,SBN0866,PC-8714,Disconnect
{X8D6-B1SG07WS-6472ZSNC},01-04-2010 12:06,QRM0739,PC-7343,Connect
{M6J5-U9BA53RW-4683TRCD},01-04-2010 12:06,KMB0922,PC-1725,Disconnect
{X5I4-C9WU79PE-9728IXPT},01-04-2010 12:07,CLB0774,PC-7029,Connect
{I3J1-I6JP07AM-5675NZDF},01-04-2010 12:07,BJM0111,PC-6866,Disconnect
{J8M9-J3UD32XF-9563EUJH},01-04-2010 12:08,HSB0196,PC-8001,Disconnect
{B0L0-F9RQ21FE-4264SKAH},01-04-2010 12:08,BMG0917,PC-6688,Disconnect
{M5Y4-K5KU56HI-3542KGCP},01-04-2010 12:08,HSB0196,PC-8001,Connect
{H1P9-U4GS16AE-0486TPAS},01-04-2010 12:10,WXH0872,PC-9460,Disconnect
{E6Z6-O1BS86IL-2858RWKE},01-04-2010 12:10,BJM0111,PC-6866,Connect
{S7J5-G1DT74KH-7780LVCF},01-04-2010 12:10,IIW0249,PC-0843,Connect
{G6G1-B4KL94ZO-0684AEVP},01-04-2010 12:10,CAS0507,PC-8739,Connect
{B1S5-I3OC24GD-6573FBDO},01-04-2010 12:11,QRM0739,PC-7343,Disconnect
{B2Q4-D4FC13VV-6238QJID},01-04-2010 12:12,LDG0459,PC-5621,Disconnect
{X3Y4-L9DG30FP-9904LVNH},01-04-2010 12:12,ILJ0526,PC-7275,Connect
{W1D4-B8MG02DY-8903TTDR},01-04-2010 12:13,CAS0507,PC-8739,Disconnect
{Z7J8-U8EO50BM-8103LSIH},01-04-2010 12:13,BJM0111,PC-6866,Disconnect
{N2A1-C4QD24AK-5269SSOA},01-04-2010 12:14,HSB0196,PC-8001,Disconnect
{D7N2-J4DK54PX-5431QUNL},01-04-2010 12:14,QRM0739,PC-7343,Connect
{S9K4-M7HE78YK-3889OLYZ},01-04-2010 12:15,DBB0384,PC-4243,Disconnect
{P6A1-I3EA39LH-7497OBWD},01-04-2010 12:16,RSC0089,PC-9929,Connect
{F6P0-N5ZL94FL-5053YEVS},01-04-2010 12:16,BSS0369,PC-3672,Disconnect
{J4O0-B1PY43QK-3792SUIY},01-04-2010 12:17,THR0873,PC-4804,Connect
{I3Q6-N8QL38TH-2814PKWU},01-04-2010 12:17,ZKS0899,PC-8517,Disconnect
{I1E6-M0KP73NU-6407VDML},01-04-2010 12:19,PMC0328,PC-7219,Connect
{L6W3-N8XI60TD-5198ZTTL},01-04-2010 12:20,JNJ0556,PC-0576,Connect
{F8R5-O6RY13PQ-0639HEXH},01-04-2010 12:20,MOH0273,PC-6699,Disconnect
{X0L6-U9NA06YL-6690DBIW},01-04-2010 12:21,CLB0774,PC-7029,Disconnect
{Y7A1-J7YT74MA-9894WDFC},01-04-2010 12:21,BMG0917,PC-6688,Connect
{U4Q6-U6MS86QV-7416JXNS},01-04-2010 12:21,RHO0732,PC-6232,Connect
{S6I4-I7SS27EX-5446OJNP},01-04-2010 12:21,ZKS0899,PC-8517,Connect
{M0C8-Y2SS56XA-8347SZKO},01-04-2010 12:22,EDB0714,PC-6103,Connect
{D3R2-L5MZ07AC-1411PWMS},01-04-2010 12:22,AJN0607,PC-8303,Connect
{S5F8-D6OB73TU-5617VMXG},01-04-2010 12:22,VSA0230,PC-9547,Connect
{W1B4-L8KL94UP-1410BTIF},01-04-2010 12:23,CTA0020,PC-3118,Disconnect
{E1K9-T9BV16ZV-1802DYDK},01-04-2010 12:24,JNJ0556,PC-0576,Disconnect
{U2R5-T4WT82JA-7212SLGC},01-04-2010 12:24,BJM0111,PC-6866,Connect
{Z7V0-V8YE48RM-0401CARF},01-04-2010 12:26,JNJ0556,PC-0576,Connect
{X6W0-D8WB42IG-6303ZWAR},01-04-2010 12:27,MPM0220,PC-2344,Disconnect
{O5H7-H8HC76XY-4909YZAI},01-04-2010 12:27,ILJ0526,PC-7275,Disconnect
{U2D8-H6QJ38XS-2891PLWN},01-04-2010 12:29,HRL0540,PC-1117,Disconnect
{X9L9-S5ZZ04CD-4715HRZG},01-04-2010 12:29,LBH0942,PC-3640,Connect
{G6X2-N5TG11IM-8722LVTJ},01-04-2010 12:29,MPM0220,PC-2344,Connect
{F6A1-O6SW43JL-0503FKDR},01-04-2010 12:30,PNL0301,PC-5611,Disconnect
{U9W0-V1WR42OJ-4224LAID},01-04-2010 12:30,RSC0089,PC-9929,Disconnect
{W5P4-Y5MM43NT-7905ZEEW},01-04-2010 12:31,CLB0774,PC-7029,Connect
{E2S9-J2AZ88RI-9672FCNV},01-04-2010 12:31,VTT0385,PC-5027,Disconnect
{R3Q9-T3LU96TP-8210LMQO},01-04-2010 12:31,BJM0111,PC-6866,Disconnect
{V8J9-Q1CG68KB-5299MYJC},01-04-2010 12:33,WIF0691,PC-6390,Connect
{E8F2-J2RK78CU-5259DZXD},01-04-2010 12:33,BJM0111,PC-6866,Connect
{G1M5-L1AO87AI-3078KNAO},01-04-2010 12:33,BJM0111,PC-6866,Disconnect
{C9V0-I3TF07IY-1977ZOMA},01-04-2010 12:34,SAA0999,PC-4559,Disconnect
{O7P2-G6PH69TZ-3558PGBL},01-04-2010 12:35,ZKS0899,PC-8517,Disconnect
{P4U2-G7LL16LM-1190NKGE},01-04-2010 12:35,MGS0974,PC-0351,Connect
{H2I7-E2QD68GY-6531BXQV},01-04-2010 12:36,AJN0607,PC-8303,Disconnect
{F5X2-B2NS41LO-9615RTPH},01-04-2010 12:36,BMG0917,PC-6688,Disconnect
{X1H8-V5PN69JT-2744HBYC},01-04-2010 12:36,HRL0540,PC-1117,Connect
{D7Y3-T6NK14OH-4549EEUI},01-04-2010 12:36,MPM0220,PC-2344,Disconnect
{D8M5-I2LV48AY-5548EIHN},01-04-2010 12:36,PMC0328,PC-7219,Disconnect
{F4I0-V2FO02RX-0175YLVX},01-04-2010 12:36,KKW0879,PC-2531,Disconnect
{X3W3-A5GG25AG-6514DBEJ},01-04-2010 12:38,EAH0466,PC-3579,Connect
{I9B3-D8LK68ZJ-9121QMLF},01-04-2010 12:40,IIW0249,PC-0843,Disconnect
{G3X1-S7OC40CZ-4957WFMU},01-04-2010 12:40,LBH0942,PC-3640,Disconnect
{V9C2-P1JU64MR-8560ZLJM},01-04-2010 12:42,MPM0220,PC-2344,Connect
{V0E2-R7TK78ME-6320XHVY},01-04-2010 12:42,IIW0249,PC-0843,Connect
{A1U6-M5UO26WB-5181KOPC},01-04-2010 12:43,JNJ0556,PC-0576,Disconnect
{O8E1-A2XW59GH-8360LAJV},01-04-2010 12:43,IBB0359,PC-4195,Connect
{L3L6-I7TO38NW-3630ZZSQ},01-04-2010 12:44,MPM0220,PC-2344,Disconnect
{A7X8-V1HC96UT-1480CEKG},01-04-2010 12:44,OCS0865,PC-8309,Connect
{A6F9-N7IB37QE-3587YXIX},01-04-2010 12:44,HAH0760,PC-1038,Connect
{N4S9-M8PH78QB-1991YZYU},01-04-2010 12:44,AHM0410,PC-3686,Connect
{L6Y7-W2FY36KC-2669BPBJ},01-04-2010 12:45,EIS0041,PC-9255,Connect
{L9W6-V6OH70WB-1470MZXZ},01-04-2010 12:46,HVF0067,PC-9939,Connect
{B8M2-G8OW57MQ-8665VWSV},01-04-2010 12:46,DIB0285,PC-1268,Disconnect
{L3F5-K2OJ21OP-3772HRQK},01-04-2010 12:47,IBB0359,PC-4195,Disconnect
{S4P7-F7KE14ER-3691GWSC},01-04-2010 12:47,SAA0999,PC-4559,Connect
{V4V4-U4ME73LJ-0381BPBQ},01-04-2010 12:47,JDF0593,PC-6301,Connect
{W5R6-S6YS88GM-6104OVMT},01-04-2010 12:48,MLL0598,PC-0189,Connect
{V7Y7-G5EY13PH-4019NDDI},01-04-2010 12:48,ZKS0899,PC-8517,Connect
{M2I0-X9ZL72PY-8607TPQM},01-04-2010 12:48,JNJ0556,PC-0576,Connect
{Y3T4-A7KZ13UL-5260DWCB},01-04-2010 12:48,CLB0774,PC-7029,Disconnect
{X7E1-J4WL31LA-8316YJAE},01-04-2010 12:48,THR0873,PC-4804,Disconnect
{X5Z9-X9NY51HU-0853FSUN},01-04-2010 12:49,LRR0148,PC-4275,Connect
{Y7X5-C1KE19FG-5604IZYL},01-04-2010 12:49,VTT0385,PC-5027,Connect
{Q5D1-K8VR68VV-9575EZII},01-04-2010 12:49,EDB0714,PC-6103,Disconnect
{D5A1-Q2PL96PM-3083EGMZ},01-04-2010 12:50,HVF0067,PC-9939,Disconnect
{T0J7-P1CZ28NJ-7102AHXA},01-04-2010 12:50,WIF0691,PC-6390,Disconnect
